Offset,Instruction
00011000,PUSH EBX
00011001,SUB ESP,0x8
00011004,CALL 0x000113e0
00011009,ADD EBX,0xafeb
0001100f,MOV EAX,dword ptr [EBX + 0xffffffd8]
00011015,TEST EAX,EAX
00011017,JZ 0x0001101b
00011019,CALL EAX
0001101b,ADD ESP,0x8
0001101e,POP EBX
0001101f,RET
00011020,PUSH dword ptr [EBX + 0x4]
00011026,JMP dword ptr [EBX + 0x8]
00011030,JMP dword ptr [EBX + 0xc]
00011036,PUSH 0x0
0001103b,JMP 0x00011020
00011040,JMP dword ptr [EBX + 0x10]
00011046,PUSH 0x8
0001104b,JMP 0x00011020
00011050,JMP dword ptr [EBX + 0x14]
00011056,PUSH 0x10
0001105b,JMP 0x00011020
00011060,JMP dword ptr [EBX + 0x18]
00011066,PUSH 0x18
0001106b,JMP 0x00011020
00011070,JMP dword ptr [EBX + 0x1c]
00011076,PUSH 0x20
0001107b,JMP 0x00011020
00011080,JMP dword ptr [EBX + 0x20]
00011086,PUSH 0x28
0001108b,JMP 0x00011020
00011090,JMP dword ptr [EBX + 0x24]
00011096,PUSH 0x30
0001109b,JMP 0x00011020
000110a0,JMP dword ptr [EBX + 0x28]
000110a6,PUSH 0x38
000110ab,JMP 0x00011020
000110b0,JMP dword ptr [EBX + 0x2c]
000110b6,PUSH 0x40
000110bb,JMP 0x00011020
000110c0,JMP dword ptr [EBX + 0x30]
000110c6,PUSH 0x48
000110cb,JMP 0x00011020
000110d0,JMP dword ptr [EBX + 0x34]
000110d6,PUSH 0x50
000110db,JMP 0x00011020
000110e0,JMP dword ptr [EBX + 0x38]
000110e6,PUSH 0x58
000110eb,JMP 0x00011020
000110f0,JMP dword ptr [EBX + 0x3c]
000110f6,PUSH 0x60
000110fb,JMP 0x00011020
00011100,JMP dword ptr [EBX + 0x40]
00011106,PUSH 0x68
0001110b,JMP 0x00011020
00011110,JMP dword ptr [EBX + 0x44]
00011116,PUSH 0x70
0001111b,JMP 0x00011020
00011120,JMP dword ptr [EBX + 0x48]
00011126,PUSH 0x78
0001112b,JMP 0x00011020
00011130,JMP dword ptr [EBX + 0x4c]
00011136,PUSH 0x80
0001113b,JMP 0x00011020
00011140,JMP dword ptr [EBX + 0x50]
00011146,PUSH 0x88
0001114b,JMP 0x00011020
00011150,JMP dword ptr [EBX + 0x54]
00011156,PUSH 0x90
0001115b,JMP 0x00011020
00011160,JMP dword ptr [EBX + 0x58]
00011166,PUSH 0x98
0001116b,JMP 0x00011020
00011170,JMP dword ptr [EBX + 0x5c]
00011176,PUSH 0xa0
0001117b,JMP 0x00011020
00011180,JMP dword ptr [EBX + 0x60]
00011186,PUSH 0xa8
0001118b,JMP 0x00011020
00011190,JMP dword ptr [EBX + 0x64]
00011196,PUSH 0xb0
0001119b,JMP 0x00011020
000111a0,JMP dword ptr [EBX + 0x68]
000111a6,PUSH 0xb8
000111ab,JMP 0x00011020
000111b0,JMP dword ptr [EBX + 0x6c]
000111b6,PUSH 0xc0
000111bb,JMP 0x00011020
000111c0,JMP dword ptr [EBX + 0x70]
000111c6,PUSH 0xc8
000111cb,JMP 0x00011020
000111d0,JMP dword ptr [EBX + 0x74]
000111d6,PUSH 0xd0
000111db,JMP 0x00011020
000111e0,JMP dword ptr [EBX + 0x78]
000111e6,PUSH 0xd8
000111eb,JMP 0x00011020
000111f0,JMP dword ptr [EBX + 0x7c]
000111f6,PUSH 0xe0
000111fb,JMP 0x00011020
00011200,JMP dword ptr [EBX + 0x80]
00011206,PUSH 0xe8
0001120b,JMP 0x00011020
00011210,JMP dword ptr [EBX + 0x84]
00011216,PUSH 0xf0
0001121b,JMP 0x00011020
00011220,JMP dword ptr [EBX + 0x88]
00011226,PUSH 0xf8
0001122b,JMP 0x00011020
00011230,JMP dword ptr [EBX + 0x8c]
00011236,PUSH 0x100
0001123b,JMP 0x00011020
00011240,JMP dword ptr [EBX + 0x90]
00011246,PUSH 0x108
0001124b,JMP 0x00011020
00011250,JMP dword ptr [EBX + 0x94]
00011256,PUSH 0x110
0001125b,JMP 0x00011020
00011260,JMP dword ptr [EBX + 0x98]
00011266,PUSH 0x118
0001126b,JMP 0x00011020
00011270,JMP dword ptr [EBX + 0x9c]
00011276,PUSH 0x120
0001127b,JMP 0x00011020
00011280,JMP dword ptr [EBX + 0xa0]
00011286,PUSH 0x128
0001128b,JMP 0x00011020
00011290,JMP dword ptr [EBX + 0xa4]
00011296,PUSH 0x130
0001129b,JMP 0x00011020
000112a0,JMP dword ptr [EBX + 0xa8]
000112a6,PUSH 0x138
000112ab,JMP 0x00011020
000112b0,JMP dword ptr [EBX + 0xac]
000112b6,PUSH 0x140
000112bb,JMP 0x00011020
000112c0,JMP dword ptr [EBX + 0xb0]
000112c6,PUSH 0x148
000112cb,JMP 0x00011020
000112d0,JMP dword ptr [EBX + 0xb4]
000112d6,PUSH 0x150
000112db,JMP 0x00011020
000112e0,JMP dword ptr [EBX + 0xb8]
000112e6,PUSH 0x158
000112eb,JMP 0x00011020
000112f0,JMP dword ptr [EBX + 0xbc]
000112f6,PUSH 0x160
000112fb,JMP 0x00011020
00011300,JMP dword ptr [EBX + 0xc0]
00011306,PUSH 0x168
0001130b,JMP 0x00011020
00011310,JMP dword ptr [EBX + 0xc4]
00011316,PUSH 0x170
0001131b,JMP 0x00011020
00011320,JMP dword ptr [EBX + 0xc8]
00011326,PUSH 0x178
0001132b,JMP 0x00011020
00011330,JMP dword ptr [EBX + 0xcc]
00011336,PUSH 0x180
0001133b,JMP 0x00011020
00011340,JMP dword ptr [EBX + 0xd0]
00011346,PUSH 0x188
0001134b,JMP 0x00011020
00011350,JMP dword ptr [EBX + 0xd4]
00011356,PUSH 0x190
0001135b,JMP 0x00011020
00011360,JMP dword ptr [EBX + 0xd8]
00011366,PUSH 0x198
0001136b,JMP 0x00011020
00011370,JMP dword ptr [EBX + 0xdc]
00011376,PUSH 0x1a0
0001137b,JMP 0x00011020
00011380,JMP dword ptr [EBX + 0xe0]
00011386,PUSH 0x1a8
0001138b,JMP 0x00011020
00011390,JMP dword ptr [EBX + 0xe4]
00011396,PUSH 0x1b0
0001139b,JMP 0x00011020
000113a0,JMP dword ptr [EBX + 0xfffffff8]
000113b0,XOR EBP,EBP
000113b2,POP ESI
000113b3,MOV ECX,ESP
000113b5,AND ESP,0xfffffff0
000113b8,PUSH EAX
000113b9,PUSH ESP
000113ba,PUSH EDX
000113bb,CALL 0x000113d8
000113c0,ADD EBX,0xac34
000113c6,PUSH 0x0
000113c8,PUSH 0x0
000113ca,PUSH ECX
000113cb,PUSH ESI
000113cc,PUSH dword ptr [EBX + 0xfffffffc]
000113d2,CALL 0x00011340
000113d7,HLT
000113d8,MOV EBX,dword ptr [ESP]
000113db,RET
000113e0,MOV EBX,dword ptr [ESP]
000113e3,RET
000113f0,CALL 0x000114d9
000113f5,ADD EDX,0xabff
000113fb,LEA ECX,[EDX + 0x2b4]
00011401,LEA EAX,[EDX + 0x2b4]
00011407,CMP EAX,ECX
00011409,JZ 0x00011428
0001140b,MOV EAX,dword ptr [EDX + 0xffffffdc]
00011411,TEST EAX,EAX
00011413,JZ 0x00011428
00011415,PUSH EBP
00011416,MOV EBP,ESP
00011418,SUB ESP,0x14
0001141b,PUSH ECX
0001141c,CALL EAX
0001141e,ADD ESP,0x10
00011421,LEAVE
00011422,RET
00011428,RET
00011430,CALL 0x000114d9
00011435,ADD EDX,0xabbf
0001143b,PUSH EBP
0001143c,MOV EBP,ESP
0001143e,PUSH EBX
0001143f,LEA ECX,[EDX + 0x2b4]
00011445,LEA EAX,[EDX + 0x2b4]
0001144b,SUB ESP,0x4
0001144e,SUB EAX,ECX
00011450,MOV EBX,EAX
00011452,SHR EAX,0x1f
00011455,SAR EBX,0x2
00011458,ADD EAX,EBX
0001145a,SAR EAX,0x1
0001145c,JZ 0x00011472
0001145e,MOV EDX,dword ptr [EDX + 0xffffffe4]
00011464,TEST EDX,EDX
00011466,JZ 0x00011472
00011468,SUB ESP,0x8
0001146b,PUSH EAX
0001146c,PUSH ECX
0001146d,CALL EDX
0001146f,ADD ESP,0x10
00011472,MOV EBX,dword ptr [EBP + -0x4]
00011475,LEAVE
00011476,RET
00011480,ENDBR32
00011484,PUSH EBP
00011485,MOV EBP,ESP
00011487,PUSH EBX
00011488,CALL 0x000113e0
0001148d,ADD EBX,0xab67
00011493,SUB ESP,0x4
00011496,CMP byte ptr [EBX + 0x2cc],0x0
0001149d,JNZ 0x000114c6
0001149f,MOV EAX,dword ptr [EBX + 0xfffffff8]
000114a5,TEST EAX,EAX
000114a7,JZ 0x000114ba
000114a9,SUB ESP,0xc
000114ac,PUSH dword ptr [EBX + 0xf0]
000114b2,CALL 0x000113a0
000114b7,ADD ESP,0x10
000114ba,CALL 0x000113f0
000114bf,MOV byte ptr [EBX + 0x2cc],0x1
000114c6,MOV EBX,dword ptr [EBP + -0x4]
000114c9,LEAVE
000114ca,RET
000114d0,ENDBR32
000114d4,JMP 0x00011430
000114d9,MOV EDX,dword ptr [ESP]
000114dc,RET
000114dd,PUSH EBP
000114de,MOV EBP,ESP
000114e0,CALL 0x00012883
000114e5,ADD EAX,0xab0f
000114ea,CMP dword ptr [EBP + 0x8],0x0
000114ee,JNZ 0x000114f9
000114f0,LEA EAX,[EAX + 0xffffb454]
000114f6,MOV dword ptr [EBP + 0x8],EAX
000114f9,NOP
000114fa,POP EBP
000114fb,RET
000114fc,PUSH EBP
000114fd,MOV EBP,ESP
000114ff,PUSH EDI
00011500,PUSH ESI
00011501,PUSH EBX
00011502,SUB ESP,0xaac
00011508,CALL 0x000113e0
0001150d,ADD EBX,0xaae7
00011513,MOV dword ptr [EBP + -0x1c],0x0
0001151a,MOV dword ptr [EBP + -0x20],0x0
00011521,MOV dword ptr [EBP + -0x24],0xc8
00011528,LEA EAX,[EBP + 0xfffffed8]
0001152e,MOV dword ptr [EBP + -0x28],EAX
00011531,MOV EAX,dword ptr [EBP + -0x28]
00011534,MOV dword ptr [EBP + -0x2c],EAX
00011537,LEA EAX,[EBP + 0xfffff578]
0001153d,MOV dword ptr [EBP + -0x30],EAX
00011540,MOV EAX,dword ptr [EBP + -0x30]
00011543,MOV dword ptr [EBP + -0x34],EAX
00011546,MOV dword ptr [EBP + -0x40],0xfffffffe
0001154d,MOV dword ptr [EBP + -0x44],0x0
00011554,MOV dword ptr [EBX + 0x2f0],0xfffffffe
0001155e,JMP 0x00011564
00011560,ADD dword ptr [EBP + -0x2c],0x1
00011564,MOV EAX,dword ptr [EBP + -0x1c]
00011567,MOV EDX,EAX
00011569,MOV EAX,dword ptr [EBP + -0x2c]
0001156c,MOV byte ptr [EAX],DL
0001156e,MOV EAX,dword ptr [EBP + -0x24]
00011571,LEA EDX,[EAX + -0x1]
00011574,MOV EAX,dword ptr [EBP + -0x28]
00011577,ADD EAX,EDX
00011579,CMP dword ptr [EBP + -0x2c],EAX
0001157c,JC 0x000116d2
00011582,MOV EAX,dword ptr [EBP + -0x2c]
00011585,SUB EAX,dword ptr [EBP + -0x28]
00011588,ADD EAX,0x1
0001158b,MOV dword ptr [EBP + -0x48],EAX
0001158e,CMP dword ptr [EBP + -0x24],0x270f
00011595,JG 0x000121b2
0001159b,SHL dword ptr [EBP + -0x24],0x1
0001159e,CMP dword ptr [EBP + -0x24],0x2710
000115a5,JLE 0x000115ae
000115a7,MOV dword ptr [EBP + -0x24],0x2710
000115ae,MOV EAX,dword ptr [EBP + -0x28]
