Offset,Instruction
00102000,SUB RSP,0x8
00102004,MOV RAX,qword ptr [0x00123fc0]
0010200b,TEST RAX,RAX
0010200e,JZ 0x00102012
00102010,CALL RAX
00102012,ADD RSP,0x8
00102016,RET
00102020,PUSH qword ptr [0x00123ff0]
00102026,JMP qword ptr [0x00123ff8]
00102030,JMP qword ptr [0x00124000]
00102036,PUSH 0x0
0010203b,JMP 0x00102020
00102040,JMP qword ptr [0x00124008]
00102046,PUSH 0x1
0010204b,JMP 0x00102020
00102050,JMP qword ptr [0x00124010]
00102056,PUSH 0x2
0010205b,JMP 0x00102020
00102060,JMP qword ptr [0x00124018]
00102066,PUSH 0x3
0010206b,JMP 0x00102020
00102070,JMP qword ptr [0x00124020]
00102076,PUSH 0x4
0010207b,JMP 0x00102020
00102080,JMP qword ptr [0x00124028]
00102086,PUSH 0x5
0010208b,JMP 0x00102020
00102090,JMP qword ptr [0x00124030]
00102096,PUSH 0x6
0010209b,JMP 0x00102020
001020a0,JMP qword ptr [0x00124038]
001020a6,PUSH 0x7
001020ab,JMP 0x00102020
001020b0,JMP qword ptr [0x00124040]
001020b6,PUSH 0x8
001020bb,JMP 0x00102020
001020c0,JMP qword ptr [0x00124048]
001020c6,PUSH 0x9
001020cb,JMP 0x00102020
001020d0,JMP qword ptr [0x00124050]
001020d6,PUSH 0xa
001020db,JMP 0x00102020
001020e0,JMP qword ptr [0x00124058]
001020e6,PUSH 0xb
001020eb,JMP 0x00102020
001020f0,JMP qword ptr [0x00124060]
001020f6,PUSH 0xc
001020fb,JMP 0x00102020
00102100,JMP qword ptr [0x00124068]
00102106,PUSH 0xd
0010210b,JMP 0x00102020
00102110,JMP qword ptr [0x00124070]
00102116,PUSH 0xe
0010211b,JMP 0x00102020
00102120,JMP qword ptr [0x00124078]
00102126,PUSH 0xf
0010212b,JMP 0x00102020
00102130,JMP qword ptr [0x00124080]
00102136,PUSH 0x10
0010213b,JMP 0x00102020
00102140,JMP qword ptr [0x00124088]
00102146,PUSH 0x11
0010214b,JMP 0x00102020
00102150,JMP qword ptr [0x00124090]
00102156,PUSH 0x12
0010215b,JMP 0x00102020
00102160,JMP qword ptr [0x00124098]
00102166,PUSH 0x13
0010216b,JMP 0x00102020
00102170,JMP qword ptr [0x001240a0]
00102176,PUSH 0x14
0010217b,JMP 0x00102020
00102180,JMP qword ptr [0x001240a8]
00102186,PUSH 0x15
0010218b,JMP 0x00102020
00102190,JMP qword ptr [0x001240b0]
00102196,PUSH 0x16
0010219b,JMP 0x00102020
001021a0,JMP qword ptr [0x001240b8]
001021a6,PUSH 0x17
001021ab,JMP 0x00102020
001021b0,JMP qword ptr [0x001240c0]
001021b6,PUSH 0x18
001021bb,JMP 0x00102020
001021c0,JMP qword ptr [0x001240c8]
001021c6,PUSH 0x19
001021cb,JMP 0x00102020
001021d0,JMP qword ptr [0x001240d0]
001021d6,PUSH 0x1a
001021db,JMP 0x00102020
001021e0,JMP qword ptr [0x001240d8]
001021e6,PUSH 0x1b
001021eb,JMP 0x00102020
001021f0,JMP qword ptr [0x001240e0]
001021f6,PUSH 0x1c
001021fb,JMP 0x00102020
00102200,JMP qword ptr [0x001240e8]
00102206,PUSH 0x1d
0010220b,JMP 0x00102020
00102210,JMP qword ptr [0x001240f0]
