Offset,Instruction
00011000,PUSH EBX
00011001,SUB ESP,0x8
00011004,CALL 0x000118c0
00011009,ADD EBX,0xafeb
0001100f,MOV EAX,dword ptr [EBX + 0xffffffd8]
00011015,TEST EAX,EAX
00011017,JZ 0x0001101b
00011019,CALL EAX
0001101b,ADD ESP,0x8
0001101e,POP EBX
0001101f,RET
00011020,PUSH dword ptr [EBX + 0x4]
00011026,JMP dword ptr [EBX + 0x8]
00011030,JMP dword ptr [EBX + 0xc]
00011036,PUSH 0x0
0001103b,JMP 0x00011020
00011040,JMP dword ptr [EBX + 0x10]
00011046,PUSH 0x8
0001104b,JMP 0x00011020
00011050,JMP dword ptr [EBX + 0x14]
00011056,PUSH 0x10
0001105b,JMP 0x00011020
00011060,JMP dword ptr [EBX + 0x18]
00011066,PUSH 0x18
0001106b,JMP 0x00011020
00011070,JMP dword ptr [EBX + 0x1c]
00011076,PUSH 0x20
0001107b,JMP 0x00011020
00011080,JMP dword ptr [EBX + 0x20]
00011086,PUSH 0x28
0001108b,JMP 0x00011020
00011090,JMP dword ptr [EBX + 0x24]
00011096,PUSH 0x30
0001109b,JMP 0x00011020
000110a0,JMP dword ptr [EBX + 0x28]
000110a6,PUSH 0x38
000110ab,JMP 0x00011020
000110b0,JMP dword ptr [EBX + 0x2c]
000110b6,PUSH 0x40
000110bb,JMP 0x00011020
000110c0,JMP dword ptr [EBX + 0x30]
000110c6,PUSH 0x48
000110cb,JMP 0x00011020
000110d0,JMP dword ptr [EBX + 0x34]
000110d6,PUSH 0x50
000110db,JMP 0x00011020
000110e0,JMP dword ptr [EBX + 0x38]
000110e6,PUSH 0x58
000110eb,JMP 0x00011020
000110f0,JMP dword ptr [EBX + 0x3c]
000110f6,PUSH 0x60
000110fb,JMP 0x00011020
00011100,JMP dword ptr [EBX + 0x40]
00011106,PUSH 0x68
0001110b,JMP 0x00011020
00011110,JMP dword ptr [EBX + 0x44]
00011116,PUSH 0x70
0001111b,JMP 0x00011020
00011120,JMP dword ptr [EBX + 0x48]
00011126,PUSH 0x78
0001112b,JMP 0x00011020
00011130,JMP dword ptr [EBX + 0x4c]
00011136,PUSH 0x80
0001113b,JMP 0x00011020
00011140,JMP dword ptr [EBX + 0x50]
00011146,PUSH 0x88
0001114b,JMP 0x00011020
00011150,JMP dword ptr [EBX + 0x54]
00011156,PUSH 0x90
0001115b,JMP 0x00011020
00011160,JMP dword ptr [EBX + 0x58]
00011166,PUSH 0x98
0001116b,JMP 0x00011020
00011170,JMP dword ptr [EBX + 0x5c]
00011176,PUSH 0xa0
0001117b,JMP 0x00011020
00011180,JMP dword ptr [EBX + 0x60]
00011186,PUSH 0xa8
0001118b,JMP 0x00011020
00011190,JMP dword ptr [EBX + 0x64]
00011196,PUSH 0xb0
0001119b,JMP 0x00011020
000111a0,JMP dword ptr [EBX + 0x68]
000111a6,PUSH 0xb8
000111ab,JMP 0x00011020
000111b0,JMP dword ptr [EBX + 0x6c]
000111b6,PUSH 0xc0
000111bb,JMP 0x00011020
000111c0,JMP dword ptr [EBX + 0x70]
000111c6,PUSH 0xc8
000111cb,JMP 0x00011020
000111d0,JMP dword ptr [EBX + 0x74]
000111d6,PUSH 0xd0
000111db,JMP 0x00011020
000111e0,JMP dword ptr [EBX + 0x78]
000111e6,PUSH 0xd8
000111eb,JMP 0x00011020
000111f0,JMP dword ptr [EBX + 0x7c]
000111f6,PUSH 0xe0
000111fb,JMP 0x00011020
00011200,JMP dword ptr [EBX + 0x80]
00011206,PUSH 0xe8
0001120b,JMP 0x00011020
00011210,JMP dword ptr [EBX + 0x84]
00011216,PUSH 0xf0
0001121b,JMP 0x00011020
00011220,JMP dword ptr [EBX + 0x88]
00011226,PUSH 0xf8
0001122b,JMP 0x00011020
00011230,JMP dword ptr [EBX + 0x8c]
00011236,PUSH 0x100
0001123b,JMP 0x00011020
00011240,JMP dword ptr [EBX + 0x90]
00011246,PUSH 0x108
0001124b,JMP 0x00011020
00011250,JMP dword ptr [EBX + 0x94]
00011256,PUSH 0x110
0001125b,JMP 0x00011020
00011260,JMP dword ptr [EBX + 0x98]
00011266,PUSH 0x118
0001126b,JMP 0x00011020
00011270,JMP dword ptr [EBX + 0x9c]
00011276,PUSH 0x120
0001127b,JMP 0x00011020
00011280,JMP dword ptr [EBX + 0xa0]
00011286,PUSH 0x128
0001128b,JMP 0x00011020
00011290,JMP dword ptr [EBX + 0xa4]
00011296,PUSH 0x130
0001129b,JMP 0x00011020
000112a0,JMP dword ptr [EBX + 0xa8]
000112a6,PUSH 0x138
000112ab,JMP 0x00011020
000112b0,JMP dword ptr [EBX + 0xac]
000112b6,PUSH 0x140
000112bb,JMP 0x00011020
000112c0,JMP dword ptr [EBX + 0xb0]
000112c6,PUSH 0x148
000112cb,JMP 0x00011020
000112d0,JMP dword ptr [EBX + 0xb4]
000112d6,PUSH 0x150
000112db,JMP 0x00011020
000112e0,JMP dword ptr [EBX + 0xb8]
000112e6,PUSH 0x158
000112eb,JMP 0x00011020
000112f0,JMP dword ptr [EBX + 0xbc]
000112f6,PUSH 0x160
000112fb,JMP 0x00011020
00011300,JMP dword ptr [EBX + 0xc0]
00011306,PUSH 0x168
0001130b,JMP 0x00011020
00011310,JMP dword ptr [EBX + 0xc4]
00011316,PUSH 0x170
0001131b,JMP 0x00011020
00011320,JMP dword ptr [EBX + 0xc8]
00011326,PUSH 0x178
0001132b,JMP 0x00011020
00011330,JMP dword ptr [EBX + 0xcc]
00011336,PUSH 0x180
0001133b,JMP 0x00011020
00011340,JMP dword ptr [EBX + 0xd0]
00011346,PUSH 0x188
0001134b,JMP 0x00011020
00011350,JMP dword ptr [EBX + 0xd4]
00011356,PUSH 0x190
0001135b,JMP 0x00011020
00011360,JMP dword ptr [EBX + 0xd8]
00011366,PUSH 0x198
0001136b,JMP 0x00011020
00011370,JMP dword ptr [EBX + 0xdc]
00011376,PUSH 0x1a0
0001137b,JMP 0x00011020
00011380,JMP dword ptr [EBX + 0xe0]
00011386,PUSH 0x1a8
0001138b,JMP 0x00011020
00011390,JMP dword ptr [EBX + 0xe4]
00011396,PUSH 0x1b0
0001139b,JMP 0x00011020
000113a0,JMP dword ptr [EBX + 0xfffffff8]
000113c0,MOV EAX,dword ptr [ESP + 0x30]
000113c4,MOV [0x00000000],EAX
000113c9,UD2
000113d0,CALL 0x000123f5
000113d5,ADD EAX,0xac1f
000113da,LEA ECX,[ESP + 0x4]
000113de,AND ESP,0xfffffff0
000113e1,MOV EDX,0x58
000113e6,PUSH dword ptr [ECX + -0x4]
000113e9,PUSH EBP
000113ea,MOV EBP,ESP
000113ec,PUSH EDI
000113ed,PUSH ESI
000113ee,PUSH EBX
000113ef,MOV EBX,EAX
000113f1,PUSH ECX
000113f2,SUB ESP,0x88
000113f8,MOV dword ptr [EBP + -0x4c],EAX
000113fb,MOV EDI,dword ptr [ECX]
000113fd,MOV dword ptr [EBP + -0x3f],0x6c616370
00011404,MOV ESI,dword ptr [ECX + 0x4]
00011407,MOV dword ptr [EBP + -0x3b],0x6d742e63
0001140e,MOV dword ptr [EBP + -0x37],0x58582e70
00011415,MOV dword ptr [EBP + -0x33],0x58585858
0001141c,MOV byte ptr [EBP + -0x2f],0x0
00011420,MOV dword ptr [EBP + -0x2e],0x706d742f
00011427,MOV dword ptr [EBP + -0x2a],0x6163702f
0001142e,MOV dword ptr [EBP + -0x26],0x742e636c
00011435,MOV dword ptr [EBP + -0x22],0x582e706d
0001143c,MOV dword ptr [EBP + -0x1e],0x58585858
00011443,MOV word ptr [EBP + -0x1a],DX
00011447,MOV dword ptr [EBP + -0x5c],EDI
0001144a,LEA EDI,[EAX + 0xffffa0be]
00011450,SUB ESP,0x4
00011453,PUSH EDI
00011454,PUSH ESI
00011455,PUSH dword ptr [EBP + -0x5c]
00011458,CALL 0x000111c0
0001145d,ADD ESP,0x10
00011460,CMP EAX,-0x1
00011463,JZ 0x00011797
00011469,SUB EAX,0x68
0001146c,CMP EAX,0xe
0001146f,JA 0x00011480
00011471,MOV EDX,dword ptr [EBP + -0x4c]
00011474,MOV ECX,dword ptr [EDX + EAX*0x4 + 0xffffa38c]
0001147b,ADD ECX,EDX
0001147d,JMP ECX
00011480,MOV EAX,dword ptr [EBP + -0x4c]
00011483,MOV EAX,dword ptr [EAX + 0xffffffe0]
00011489,MOV EAX,dword ptr [EAX]
0001148b,LEA ECX,[EAX + -0x2]
0001148e,MOV EAX,dword ptr [ESI]
00011490,MOV EDI,dword ptr [EBP + -0x4c]
00011493,LEA EDX,[ESI + ECX*0x4]
00011496,MOV dword ptr [EDI + 0x3a8],EAX
0001149c,MOV EAX,dword ptr [EDX + 0x4]
0001149f,TEST EAX,EAX
000114a1,JZ 0x0001172b
000114a7,MOV ESI,dword ptr [EDX + 0x8]
000114aa,TEST ESI,ESI
000114ac,JZ 0x000116b0
000114b2,MOV EAX,dword ptr [EDX + 0x4]
000114b5,CMP byte ptr [EAX],0x40
000114b8,JZ 0x00011661
000114be,SUB ESP,0xc
000114c1,LEA ESI,[EBP + -0x3f]
000114c4,MOV dword ptr [EBP + -0x68],ECX
000114c7,MOV EBX,dword ptr [EBP + -0x4c]
000114ca,MOV dword ptr [EBP + -0x64],EDX
000114cd,PUSH ESI
000114ce,CALL 0x00011150
000114d3,ADD ESP,0x10
000114d6,MOV EDX,dword ptr [EBP + -0x64]
000114d9,MOV dword ptr [EBP + -0x60],ESI
000114dc,CMP EAX,-0x1
000114df,MOV ECX,dword ptr [EBP + -0x68]
000114e2,MOV EDI,EAX
000114e4,JZ 0x0001174b
000114ea,MOV EAX,dword ptr [EBP + -0x5c]
000114ed,SUB ESP,0xc
000114f0,MOV dword ptr [EBP + -0x6c],EDX
000114f3,MOV ESI,0x1
000114f8,MOV EBX,dword ptr [EBP + -0x4c]
000114fb,SUB EAX,ECX
000114fd,MOV dword ptr [EBP + -0x50],EAX
00011500,PUSH dword ptr [EBP + -0x60]
00011503,CALL 0x00011200
00011508,POP EAX
00011509,LEA EAX,[EBX + 0xffffa0f1]
0001150f,POP EDX
00011510,PUSH EAX
00011511,PUSH EDI
00011512,CALL 0x00011130
00011517,LEA EDI,[EBX + 0x3d0]
0001151d,ADD ESP,0x10
00011520,CMP dword ptr [EBP + -0x50],0x1
00011524,MOV EDX,dword ptr [EBP + -0x6c]
00011527,MOV dword ptr [EDI],EAX
00011529,LEA EAX,[EBX + 0xffffa0f4]
0001152f,JLE 0x00011561
00011531,MOV dword ptr [EBP + -0x54],EDX
00011534,MOV dword ptr [EBP + -0x58],EAX
00011537,LEA ESI,[ESI]
0001153f,NOP
00011540,MOV EAX,dword ptr [EBP + -0x54]
00011543,SUB ESP,0x4
00011546,MOV EBX,dword ptr [EBP + -0x4c]
00011549,PUSH dword ptr [EAX + ESI*0x4]
0001154c,ADD ESI,0x1
0001154f,PUSH dword ptr [EBP + -0x58]
00011552,PUSH dword ptr [EDI]
00011554,CALL 0x00011280
00011559,ADD ESP,0x10
0001155c,CMP dword ptr [EBP + -0x50],ESI
0001155f,JNZ 0x00011540
00011561,PUSH EBX
00011562,PUSH EBX
00011563,MOV EBX,dword ptr [EBP + -0x4c]
00011566,LEA ESI,[EBX + 0x3d0]
0001156c,PUSH dword ptr [ESI]
0001156e,PUSH 0xa
00011570,CALL 0x000112b0
00011575,POP EDI
00011576,PUSH dword ptr [ESI]
00011578,CALL 0x00011090
0001157d,ADD ESP,0x10
