Offset,Instruction
00011000,PUSH EBX
00011001,SUB ESP,0x8
00011004,CALL 0x00011950
00011009,ADD EBX,0x19feb
0001100f,MOV EAX,dword ptr [EBX + 0xffffffe8]
00011015,TEST EAX,EAX
00011017,JZ 0x0001101b
00011019,CALL EAX
0001101b,ADD ESP,0x8
0001101e,POP EBX
0001101f,RET
00011020,PUSH dword ptr [EBX + 0x4]
00011026,JMP dword ptr [EBX + 0x8]
00011030,JMP dword ptr [EBX + 0xc]
00011036,PUSH 0x0
0001103b,JMP 0x00011020
00011040,JMP dword ptr [EBX + 0x10]
00011046,PUSH 0x8
0001104b,JMP 0x00011020
00011050,JMP dword ptr [EBX + 0x14]
00011056,PUSH 0x10
0001105b,JMP 0x00011020
00011060,JMP dword ptr [EBX + 0x18]
00011066,PUSH 0x18
0001106b,JMP 0x00011020
00011070,JMP dword ptr [EBX + 0x1c]
00011076,PUSH 0x20
0001107b,JMP 0x00011020
00011080,JMP dword ptr [EBX + 0x20]
00011086,PUSH 0x28
0001108b,JMP 0x00011020
00011090,JMP dword ptr [EBX + 0x24]
00011096,PUSH 0x30
0001109b,JMP 0x00011020
000110a0,JMP dword ptr [EBX + 0x28]
000110a6,PUSH 0x38
000110ab,JMP 0x00011020
000110b0,JMP dword ptr [EBX + 0x2c]
000110b6,PUSH 0x40
000110bb,JMP 0x00011020
000110c0,JMP dword ptr [EBX + 0x30]
000110c6,PUSH 0x48
000110cb,JMP 0x00011020
000110d0,JMP dword ptr [EBX + 0x34]
000110d6,PUSH 0x50
000110db,JMP 0x00011020
000110e0,JMP dword ptr [EBX + 0x38]
000110e6,PUSH 0x58
000110eb,JMP 0x00011020
000110f0,JMP dword ptr [EBX + 0x3c]
000110f6,PUSH 0x60
000110fb,JMP 0x00011020
00011100,JMP dword ptr [EBX + 0x40]
00011106,PUSH 0x68
0001110b,JMP 0x00011020
00011110,JMP dword ptr [EBX + 0x44]
00011116,PUSH 0x70
0001111b,JMP 0x00011020
00011120,JMP dword ptr [EBX + 0x48]
00011126,PUSH 0x78
0001112b,JMP 0x00011020
00011130,JMP dword ptr [EBX + 0x4c]
00011136,PUSH 0x80
0001113b,JMP 0x00011020
00011140,JMP dword ptr [EBX + 0x50]
00011146,PUSH 0x88
0001114b,JMP 0x00011020
00011150,JMP dword ptr [EBX + 0x54]
00011156,PUSH 0x90
0001115b,JMP 0x00011020
00011160,JMP dword ptr [EBX + 0x58]
00011166,PUSH 0x98
0001116b,JMP 0x00011020
00011170,JMP dword ptr [EBX + 0x5c]
00011176,PUSH 0xa0
0001117b,JMP 0x00011020
00011180,JMP dword ptr [EBX + 0x60]
00011186,PUSH 0xa8
0001118b,JMP 0x00011020
00011190,JMP dword ptr [EBX + 0x64]
00011196,PUSH 0xb0
0001119b,JMP 0x00011020
000111a0,JMP dword ptr [EBX + 0x68]
000111a6,PUSH 0xb8
000111ab,JMP 0x00011020
000111b0,JMP dword ptr [EBX + 0x6c]
000111b6,PUSH 0xc0
000111bb,JMP 0x00011020
000111c0,JMP dword ptr [EBX + 0x70]
000111c6,PUSH 0xc8
000111cb,JMP 0x00011020
000111d0,JMP dword ptr [EBX + 0x74]
000111d6,PUSH 0xd0
000111db,JMP 0x00011020
000111e0,JMP dword ptr [EBX + 0x78]
000111e6,PUSH 0xd8
000111eb,JMP 0x00011020
000111f0,JMP dword ptr [EBX + 0x7c]
000111f6,PUSH 0xe0
000111fb,JMP 0x00011020
00011200,JMP dword ptr [EBX + 0x80]
00011206,PUSH 0xe8
0001120b,JMP 0x00011020
00011210,JMP dword ptr [EBX + 0x84]
00011216,PUSH 0xf0
0001121b,JMP 0x00011020
00011220,JMP dword ptr [EBX + 0x88]
00011226,PUSH 0xf8
0001122b,JMP 0x00011020
00011230,JMP dword ptr [EBX + 0x8c]
00011236,PUSH 0x100
0001123b,JMP 0x00011020
00011240,JMP dword ptr [EBX + 0x90]
00011246,PUSH 0x108
0001124b,JMP 0x00011020
00011250,JMP dword ptr [EBX + 0x94]
00011256,PUSH 0x110
0001125b,JMP 0x00011020
00011260,JMP dword ptr [EBX + 0x98]
00011266,PUSH 0x118
0001126b,JMP 0x00011020
00011270,JMP dword ptr [EBX + 0x9c]
00011276,PUSH 0x120
0001127b,JMP 0x00011020
00011280,JMP dword ptr [EBX + 0xa0]
00011286,PUSH 0x128
0001128b,JMP 0x00011020
00011290,JMP dword ptr [EBX + 0xa4]
00011296,PUSH 0x130
0001129b,JMP 0x00011020
000112a0,JMP dword ptr [EBX + 0xa8]
000112a6,PUSH 0x138
000112ab,JMP 0x00011020
000112b0,JMP dword ptr [EBX + 0xac]
000112b6,PUSH 0x140
000112bb,JMP 0x00011020
000112c0,JMP dword ptr [EBX + 0xb0]
000112c6,PUSH 0x148
000112cb,JMP 0x00011020
000112d0,JMP dword ptr [EBX + 0xb4]
000112d6,PUSH 0x150
000112db,JMP 0x00011020
000112e0,JMP dword ptr [EBX + 0xb8]
000112e6,PUSH 0x158
000112eb,JMP 0x00011020
000112f0,JMP dword ptr [EBX + 0xbc]
000112f6,PUSH 0x160
000112fb,JMP 0x00011020
00011300,JMP dword ptr [EBX + 0xc0]
00011306,PUSH 0x168
0001130b,JMP 0x00011020
00011310,JMP dword ptr [EBX + 0xc4]
00011316,PUSH 0x170
0001131b,JMP 0x00011020
00011320,JMP dword ptr [EBX + 0xc8]
00011326,PUSH 0x178
0001132b,JMP 0x00011020
00011330,JMP dword ptr [EBX + 0xcc]
00011336,PUSH 0x180
0001133b,JMP 0x00011020
00011340,JMP dword ptr [EBX + 0xd0]
00011346,PUSH 0x188
0001134b,JMP 0x00011020
00011350,JMP dword ptr [EBX + 0xd4]
00011356,PUSH 0x190
0001135b,JMP 0x00011020
00011360,JMP dword ptr [EBX + 0xd8]
00011366,PUSH 0x198
0001136b,JMP 0x00011020
00011370,JMP dword ptr [EBX + 0xffffffe4]
00011380,LEA ECX,[ESP + 0x4]
00011384,AND ESP,0xfffffff0
00011387,PUSH dword ptr [ECX + -0x4]
0001138a,PUSH EBP
0001138b,MOV EBP,ESP
0001138d,PUSH EDI
0001138e,PUSH ESI
0001138f,PUSH EBX
00011390,CALL 0x00011950
00011395,ADD EBX,0x19c5f
0001139b,PUSH ECX
0001139c,SUB ESP,0x40
0001139f,MOV EAX,dword ptr [ECX]
000113a1,MOV dword ptr [EBP + -0x2c],EAX
000113a4,MOV EAX,dword ptr [ECX + 0x4]
000113a7,MOV dword ptr [EBP + -0x30],EAX
000113aa,MOV EAX,dword ptr [EBX + 0xfffffff0]
000113b0,PUSH 0x0
000113b2,MOV dword ptr [EBP + -0x34],EAX
000113b5,PUSH dword ptr [EAX]
000113b7,CALL 0x00011040
000113bc,LEA EAX,[EBX + 0xfffe6a59]
000113c2,MOV dword ptr [ESP],EAX
000113c5,CALL 0x00021160
000113ca,ADD ESP,0x10
000113cd,TEST EAX,EAX
000113cf,JZ 0x000113e3
000113d1,SUB ESP,0xc
000113d4,LEA EAX,[EBX + 0xffff7394]
000113da,PUSH EAX
000113db,CALL 0x000110f0
000113e0,ADD ESP,0x10
000113e3,CALL 0x0002010d
000113e8,MOV EDI,dword ptr [EBX + 0xfffffffc]
000113ee,MOV dword ptr [EBX + 0x65c],EAX
000113f4,LEA EAX,[EBX + 0x644]
000113fa,MOV dword ptr [EBP + -0x38],EAX
000113fd,PUSH EAX
000113fe,LEA EAX,[EBX + 0xffff739b]
00011404,PUSH EAX
00011405,PUSH dword ptr [EBP + -0x30]
00011408,PUSH dword ptr [EBP + -0x2c]
0001140b,CALL 0x000111e0
00011410,ADD ESP,0x10
00011413,CMP EAX,-0x1
00011416,JZ 0x000115f5
0001141c,CMP EAX,0x57
0001141f,JG 0x00011441
00011421,CMP EAX,0x43
00011424,JLE 0x00011605
0001142a,SUB EAX,0x44
0001142d,CMP EAX,0x13
00011430,JA 0x00011605
00011436,MOV ECX,dword ptr [EBX + EAX*0x4 + 0xffff9d14]
0001143d,ADD ECX,EBX
0001143f,JMP ECX
00011441,SUB EAX,0x63
00011444,CMP EAX,0x14
00011447,JA 0x00011605
0001144d,MOV ECX,dword ptr [EBX + EAX*0x4 + 0xffff9d64]
00011454,ADD ECX,EBX
00011456,JMP ECX
00011458,MOV EAX,dword ptr [EBX + 0xfffffffc]
0001145e,SUB ESP,0xc
00011461,PUSH dword ptr [EAX]
00011463,CALL 0x000124a0
00011468,JMP 0x000114a3
0001146a,MOV byte ptr [EBX + 0x662],0x1
00011471,JMP 0x000113fd
00011473,MOV ESI,dword ptr [EBX + 0xfffffffc]
00011479,PUSH EAX
0001147a,PUSH EAX
0001147b,PUSH 0x3d
0001147d,PUSH dword ptr [ESI]
0001147f,CALL 0x000111a0
00011484,ADD ESP,0x10
00011487,TEST EAX,EAX
00011489,JZ 0x0001148e
0001148b,MOV byte ptr [EAX],0x20
0001148e,PUSH EAX
0001148f,LEA EAX,[EBX + 0xffff73b5]
00011495,PUSH dword ptr [ESI]
00011497,PUSH EAX
00011498,PUSH dword ptr [EBX + 0x65c]
0001149e,CALL 0x000201c1
000114a3,ADD ESP,0x10
000114a6,JMP 0x000113fd
000114ab,MOV byte ptr [EBX + 0x661],0x1
000114b2,JMP 0x000113fd
000114b7,MOV EAX,dword ptr [EBX + 0xfffffffc]
000114bd,PUSH ECX
000114be,PUSH dword ptr [EAX]
000114c0,LEA EAX,[EBX + 0xffff73c1]
000114c6,JMP 0x00011497
000114c8,MOV EAX,dword ptr [EBX + 0xfffffffc]
000114ce,MOV ESI,dword ptr [EAX]
000114d0,LEA EAX,[EBX + 0xffff7964]
000114d6,PUSH EDX
000114d7,PUSH EDX
000114d8,PUSH EAX
000114d9,PUSH ESI
000114da,CALL 0x00011050
000114df,ADD ESP,0x10
000114e2,TEST EAX,EAX
000114e4,JNZ 0x000114f1
000114e6,LEA EAX,[EBX + 0x87c]
000114ec,JMP 0x00011572
000114f1,PUSH EAX
000114f2,PUSH EAX
000114f3,LEA EAX,[EBX + 0xffff73cc]
000114f9,PUSH EAX
000114fa,PUSH ESI
000114fb,CALL 0x00011050
00011500,ADD ESP,0x10
00011503,TEST EAX,EAX
00011505,JZ 0x000113fd
0001150b,LEA EAX,[EBX + 0xffff73d0]
00011511,PUSH ESI
00011512,PUSH EAX
00011513,LEA EAX,[EBX + 0xffff73e6]
00011519,PUSH 0x0
0001151b,JMP 0x000115d0
00011520,MOV byte ptr [EBX + 0x660],0x1
00011527,JMP 0x000113fd
0001152c,MOV EAX,dword ptr [EBX + 0xfffffffc]
00011532,MOV ESI,dword ptr [EAX]
00011534,PUSH EAX
00011535,PUSH EAX
00011536,LEA EAX,[EBX + 0xffff73f0]
0001153c,PUSH EAX
0001153d,PUSH ESI
0001153e,CALL 0x00011050
00011543,ADD ESP,0x10
00011546,TEST EAX,EAX
00011548,JNZ 0x00011556
0001154a,MOV byte ptr [EBX + 0x663],0x1
00011551,JMP 0x000113fd
00011556,PUSH EAX
00011557,PUSH EAX
00011558,LEA EAX,[EBX + 0xffff73f9]
0001155e,PUSH EAX
0001155f,PUSH ESI
00011560,CALL 0x00011050
00011565,ADD ESP,0x10
00011568,TEST EAX,EAX
0001156a,JNZ 0x0001157a
0001156c,LEA EAX,[EBX + 0x750]
00011572,MOV byte ptr [EAX],0x1
00011575,JMP 0x000113fd
0001157a,PUSH EAX
0001157b,PUSH EAX
0001157c,LEA EAX,[EBX + 0xffff7404]
00011582,PUSH EAX
00011583,PUSH ESI
