Offset,Instruction
00011000,PUSH EBX
00011001,SUB ESP,0x8
00011004,CALL 0x000117c0
00011009,ADD EBX,0x8feb
0001100f,MOV EAX,dword ptr [EBX + 0xffffffd8]
00011015,TEST EAX,EAX
00011017,JZ 0x0001101b
00011019,CALL EAX
0001101b,ADD ESP,0x8
0001101e,POP EBX
0001101f,RET
00011020,PUSH dword ptr [EBX + 0x4]
00011026,JMP dword ptr [EBX + 0x8]
00011030,JMP dword ptr [EBX + 0xc]
00011036,PUSH 0x0
0001103b,JMP 0x00011020
00011040,JMP dword ptr [EBX + 0x10]
00011046,PUSH 0x8
0001104b,JMP 0x00011020
00011050,JMP dword ptr [EBX + 0x14]
00011056,PUSH 0x10
0001105b,JMP 0x00011020
00011060,JMP dword ptr [EBX + 0x18]
00011066,PUSH 0x18
0001106b,JMP 0x00011020
00011070,JMP dword ptr [EBX + 0x1c]
00011076,PUSH 0x20
0001107b,JMP 0x00011020
00011080,JMP dword ptr [EBX + 0x20]
00011086,PUSH 0x28
0001108b,JMP 0x00011020
00011090,JMP dword ptr [EBX + 0x24]
00011096,PUSH 0x30
0001109b,JMP 0x00011020
000110a0,JMP dword ptr [EBX + 0x28]
000110a6,PUSH 0x38
000110ab,JMP 0x00011020
000110b0,JMP dword ptr [EBX + 0x2c]
000110b6,PUSH 0x40
000110bb,JMP 0x00011020
000110c0,JMP dword ptr [EBX + 0x30]
000110c6,PUSH 0x48
000110cb,JMP 0x00011020
000110d0,JMP dword ptr [EBX + 0x34]
000110d6,PUSH 0x50
000110db,JMP 0x00011020
000110e0,JMP dword ptr [EBX + 0x38]
000110e6,PUSH 0x58
000110eb,JMP 0x00011020
000110f0,JMP dword ptr [EBX + 0x3c]
000110f6,PUSH 0x60
000110fb,JMP 0x00011020
00011100,JMP dword ptr [EBX + 0x40]
00011106,PUSH 0x68
0001110b,JMP 0x00011020
00011110,JMP dword ptr [EBX + 0x44]
00011116,PUSH 0x70
0001111b,JMP 0x00011020
00011120,JMP dword ptr [EBX + 0x48]
00011126,PUSH 0x78
0001112b,JMP 0x00011020
00011130,JMP dword ptr [EBX + 0x4c]
00011136,PUSH 0x80
0001113b,JMP 0x00011020
00011140,JMP dword ptr [EBX + 0x50]
00011146,PUSH 0x88
0001114b,JMP 0x00011020
00011150,JMP dword ptr [EBX + 0x54]
00011156,PUSH 0x90
0001115b,JMP 0x00011020
00011160,JMP dword ptr [EBX + 0x58]
00011166,PUSH 0x98
0001116b,JMP 0x00011020
00011170,JMP dword ptr [EBX + 0x5c]
00011176,PUSH 0xa0
0001117b,JMP 0x00011020
00011180,JMP dword ptr [EBX + 0x60]
00011186,PUSH 0xa8
0001118b,JMP 0x00011020
00011190,JMP dword ptr [EBX + 0x64]
00011196,PUSH 0xb0
0001119b,JMP 0x00011020
000111a0,JMP dword ptr [EBX + 0x68]
000111a6,PUSH 0xb8
000111ab,JMP 0x00011020
000111b0,JMP dword ptr [EBX + 0x6c]
000111b6,PUSH 0xc0
000111bb,JMP 0x00011020
000111c0,JMP dword ptr [EBX + 0x70]
000111c6,PUSH 0xc8
000111cb,JMP 0x00011020
000111d0,JMP dword ptr [EBX + 0x74]
000111d6,PUSH 0xd0
000111db,JMP 0x00011020
000111e0,JMP dword ptr [EBX + 0x78]
000111e6,PUSH 0xd8
000111eb,JMP 0x00011020
000111f0,JMP dword ptr [EBX + 0x7c]
000111f6,PUSH 0xe0
000111fb,JMP 0x00011020
00011200,JMP dword ptr [EBX + 0x80]
00011206,PUSH 0xe8
0001120b,JMP 0x00011020
00011210,JMP dword ptr [EBX + 0x84]
00011216,PUSH 0xf0
0001121b,JMP 0x00011020
00011220,JMP dword ptr [EBX + 0x88]
00011226,PUSH 0xf8
0001122b,JMP 0x00011020
00011230,JMP dword ptr [EBX + 0x8c]
00011236,PUSH 0x100
0001123b,JMP 0x00011020
00011240,JMP dword ptr [EBX + 0x90]
00011246,PUSH 0x108
0001124b,JMP 0x00011020
00011250,JMP dword ptr [EBX + 0x94]
00011256,PUSH 0x110
0001125b,JMP 0x00011020
00011260,JMP dword ptr [EBX + 0x98]
00011266,PUSH 0x118
0001126b,JMP 0x00011020
00011270,JMP dword ptr [EBX + 0x9c]
00011276,PUSH 0x120
0001127b,JMP 0x00011020
00011280,JMP dword ptr [EBX + 0xa0]
00011286,PUSH 0x128
0001128b,JMP 0x00011020
00011290,JMP dword ptr [EBX + 0xa4]
00011296,PUSH 0x130
0001129b,JMP 0x00011020
000112a0,JMP dword ptr [EBX + 0xa8]
000112a6,PUSH 0x138
000112ab,JMP 0x00011020
000112b0,JMP dword ptr [EBX + 0xac]
000112b6,PUSH 0x140
000112bb,JMP 0x00011020
000112c0,JMP dword ptr [EBX + 0xb0]
000112c6,PUSH 0x148
000112cb,JMP 0x00011020
000112d0,JMP dword ptr [EBX + 0xb4]
000112d6,PUSH 0x150
000112db,JMP 0x00011020
000112e0,JMP dword ptr [EBX + 0xb8]
000112e6,PUSH 0x158
000112eb,JMP 0x00011020
000112f0,JMP dword ptr [EBX + 0xbc]
000112f6,PUSH 0x160
000112fb,JMP 0x00011020
00011300,JMP dword ptr [EBX + 0xc0]
00011306,PUSH 0x168
0001130b,JMP 0x00011020
00011310,JMP dword ptr [EBX + 0xc4]
00011316,PUSH 0x170
0001131b,JMP 0x00011020
00011320,JMP dword ptr [EBX + 0xc8]
00011326,PUSH 0x178
0001132b,JMP 0x00011020
00011330,JMP dword ptr [EBX + 0xcc]
00011336,PUSH 0x180
0001133b,JMP 0x00011020
00011340,JMP dword ptr [EBX + 0xd0]
00011346,PUSH 0x188
0001134b,JMP 0x00011020
00011350,JMP dword ptr [EBX + 0xd4]
00011356,PUSH 0x190
0001135b,JMP 0x00011020
00011360,JMP dword ptr [EBX + 0xd8]
00011366,PUSH 0x198
0001136b,JMP 0x00011020
00011370,JMP dword ptr [EBX + 0xdc]
00011376,PUSH 0x1a0
0001137b,JMP 0x00011020
00011380,JMP dword ptr [EBX + 0xfffffff8]
00011390,CALL 0x00012299
00011395,ADD EAX,0x8c5f
0001139a,LEA ECX,[ESP + 0x4]
0001139e,AND ESP,0xfffffff0
000113a1,PUSH dword ptr [ECX + -0x4]
000113a4,PUSH EBP
000113a5,MOV EBP,ESP
000113a7,PUSH EDI
000113a8,PUSH ESI
000113a9,LEA EDI,[EBP + -0x3f]
000113ac,PUSH EBX
000113ad,PUSH ECX
000113ae,SUB ESP,0x68
000113b1,MOV dword ptr [EBP + -0x4c],EAX
000113b4,MOV EAX,dword ptr [ECX]
000113b6,MOV EDX,dword ptr [ECX + 0x4]
000113b9,MOV ECX,0x11
000113be,MOV dword ptr [EBP + -0x58],EAX
000113c1,MOV EAX,dword ptr [EBP + -0x4c]
000113c4,LEA ESI,[EAX + 0xffffb2ae]
000113ca,MOVSB.REP ES:EDI,ESI
000113cc,LEA EDI,[EBP + -0x2e]
000113cf,LEA ESI,[EAX + 0xffffb2a9]
000113d5,MOV ECX,0x16
000113da,MOVSB.REP ES:EDI,ESI
000113dc,LEA ESI,[EAX + 0xffffb22c]
000113e2,PUSH EBX
000113e3,MOV EBX,dword ptr [EBP + -0x4c]
000113e6,PUSH ESI
000113e7,PUSH EDX
000113e8,MOV dword ptr [EBP + -0x64],EDX
000113eb,PUSH dword ptr [EBP + -0x58]
000113ee,CALL 0x000111a0
000113f3,ADD ESP,0x10
000113f6,MOV EDX,dword ptr [EBP + -0x64]
000113f9,CMP EAX,-0x1
000113fc,JZ 0x000114e8
00011402,SUB EAX,0x68
00011405,CMP EAX,0xe
00011408,JA 0x000114d8
0001140e,MOV ECX,dword ptr [EBP + -0x4c]
00011411,MOV EDI,dword ptr [ECX + EAX*0x4 + 0xffffc24c]
00011418,ADD EDI,ECX
0001141a,JMP EDI
0001141c,MOV EAX,dword ptr [EBP + -0x4c]
0001141f,SUB ESP,0xc
00011422,MOV EBX,dword ptr [EBP + -0x4c]
00011425,LEA EAX,[EAX + 0xffffb0a0]
0001142b,PUSH EAX
0001142c,CALL 0x000112e0
00011431,MOV EBX,dword ptr [EBP + -0x4c]
00011434,ADD ESP,0x10
00011437,CALL 0x00013a21
0001143c,MOV EAX,dword ptr [EBP + -0x4c]
0001143f,SUB ESP,0xc
00011442,MOV EBX,dword ptr [EBP + -0x4c]
00011445,LEA EAX,[EAX + 0xffffb1cc]
0001144b,PUSH EAX
0001144c,CALL 0x000112e0
00011451,ADD ESP,0x10
00011454,SUB ESP,0xc
00011457,PUSH 0x0
00011459,JMP 0x000114d0
0001145b,MOV EAX,dword ptr [EBP + -0x4c]
0001145e,MOV byte ptr [EAX + 0x3c1],0x1
00011465,JMP 0x000113e2
0001146a,MOV EAX,dword ptr [EBP + -0x4c]
0001146d,MOV byte ptr [EAX + 0x3c0],0x1
00011474,JMP 0x000113e2
00011479,MOV EAX,dword ptr [EBP + -0x4c]
0001147c,MOV dword ptr [EBP + -0x60],EDX
0001147f,MOV EAX,dword ptr [EAX + 0xfffffff4]
00011485,MOV EAX,dword ptr [EAX]
00011487,CMP byte ptr [EAX],0x47
0001148a,JNZ 0x000114aa
0001148c,SUB ESP,0xc
0001148f,INC EAX
00011490,MOV EBX,dword ptr [EBP + -0x4c]
00011493,PUSH EAX
00011494,CALL 0x00011240
00011499,ADD ESP,0x10
0001149c,MOV EDX,dword ptr [EBP + -0x60]
0001149f,MOV dword ptr [EBX + 0xf8],EAX
000114a5,JMP 0x000113e2
000114aa,PUSH ESI
000114ab,MOV EBX,dword ptr [EBP + -0x4c]
000114ae,PUSH EAX
000114af,MOV EAX,dword ptr [EBP + -0x4c]
000114b2,LEA EAX,[EAX + 0xffffb20e]
000114b8,PUSH EAX
000114b9,MOV EAX,dword ptr [EBP + -0x4c]
000114bc,MOV EAX,dword ptr [EAX + 0xffffffe8]
000114c2,PUSH dword ptr [EAX]
000114c4,CALL 0x00011260
000114c9,MOV dword ptr [ESP],0x1
000114d0,MOV EBX,dword ptr [EBP + -0x4c]
000114d3,CALL 0x00011360
000114d8,MOV EAX,dword ptr [EBP + -0x4c]
000114db,MOV EAX,dword ptr [EAX + 0xffffffe0]
000114e1,MOV ESI,dword ptr [EAX]
000114e3,SUB ESI,0x2
000114e6,JMP 0x000114f4
000114e8,MOV EAX,dword ptr [EBP + -0x4c]
000114eb,MOV EAX,dword ptr [EAX + 0xffffffe0]
000114f1,MOV ESI,dword ptr [EAX]
000114f3,DEC ESI
000114f4,MOV EAX,dword ptr [EDX]
000114f6,MOV EDI,dword ptr [EBP + -0x4c]
000114f9,MOV dword ptr [EDI + 0x3a8],EAX
000114ff,LEA EDI,[EDX + ESI*0x4]
00011502,MOV EAX,dword ptr [EDI + 0x4]
00011505,TEST EAX,EAX
00011507,JNZ 0x0001152b
00011509,MOV EAX,dword ptr [EBP + -0x4c]
0001150c,SUB ESP,0xc
0001150f,MOV EBX,dword ptr [EBP + -0x4c]
00011512,LEA EAX,[EAX + 0xffffb234]
00011518,PUSH EAX
00011519,CALL 0x000112e0
0001151e,MOV EBX,dword ptr [EBP + -0x4c]
00011521,ADD ESP,0x10
00011524,CALL 0x00013963
00011529,JMP 0x000115a4
0001152b,CMP dword ptr [EDI + 0x8],0x0
0001152f,JNZ 0x000115b5
00011535,CMP byte ptr [EAX + 0x1],0x0
00011539,JNZ 0x000115b5
0001153b,MOV AL,byte ptr [EAX]
0001153d,XOR EDX,EDX
0001153f,MOV byte ptr [EBP + -0x51],AL
00011542,SUB EAX,0x65
