Offset,Instruction
00011000,PUSH EBX
00011001,SUB ESP,0x8
00011004,CALL 0x000113f0
00011009,ADD EBX,0x8feb
0001100f,MOV EAX,dword ptr [EBX + 0xffffffd8]
00011015,TEST EAX,EAX
00011017,JZ 0x0001101b
00011019,CALL EAX
0001101b,ADD ESP,0x8
0001101e,POP EBX
0001101f,RET
00011020,PUSH dword ptr [EBX + 0x4]
00011026,JMP dword ptr [EBX + 0x8]
00011030,JMP dword ptr [EBX + 0xc]
00011036,PUSH 0x0
0001103b,JMP 0x00011020
00011040,JMP dword ptr [EBX + 0x10]
00011046,PUSH 0x8
0001104b,JMP 0x00011020
00011050,JMP dword ptr [EBX + 0x14]
00011056,PUSH 0x10
0001105b,JMP 0x00011020
00011060,JMP dword ptr [EBX + 0x18]
00011066,PUSH 0x18
0001106b,JMP 0x00011020
00011070,JMP dword ptr [EBX + 0x1c]
00011076,PUSH 0x20
0001107b,JMP 0x00011020
00011080,JMP dword ptr [EBX + 0x20]
00011086,PUSH 0x28
0001108b,JMP 0x00011020
00011090,JMP dword ptr [EBX + 0x24]
00011096,PUSH 0x30
0001109b,JMP 0x00011020
000110a0,JMP dword ptr [EBX + 0x28]
000110a6,PUSH 0x38
000110ab,JMP 0x00011020
000110b0,JMP dword ptr [EBX + 0x2c]
000110b6,PUSH 0x40
000110bb,JMP 0x00011020
000110c0,JMP dword ptr [EBX + 0x30]
000110c6,PUSH 0x48
000110cb,JMP 0x00011020
000110d0,JMP dword ptr [EBX + 0x34]
000110d6,PUSH 0x50
000110db,JMP 0x00011020
000110e0,JMP dword ptr [EBX + 0x38]
000110e6,PUSH 0x58
000110eb,JMP 0x00011020
000110f0,JMP dword ptr [EBX + 0x3c]
000110f6,PUSH 0x60
000110fb,JMP 0x00011020
00011100,JMP dword ptr [EBX + 0x40]
00011106,PUSH 0x68
0001110b,JMP 0x00011020
00011110,JMP dword ptr [EBX + 0x44]
00011116,PUSH 0x70
0001111b,JMP 0x00011020
00011120,JMP dword ptr [EBX + 0x48]
00011126,PUSH 0x78
0001112b,JMP 0x00011020
00011130,JMP dword ptr [EBX + 0x4c]
00011136,PUSH 0x80
0001113b,JMP 0x00011020
00011140,JMP dword ptr [EBX + 0x50]
00011146,PUSH 0x88
0001114b,JMP 0x00011020
00011150,JMP dword ptr [EBX + 0x54]
00011156,PUSH 0x90
0001115b,JMP 0x00011020
00011160,JMP dword ptr [EBX + 0x58]
00011166,PUSH 0x98
0001116b,JMP 0x00011020
00011170,JMP dword ptr [EBX + 0x5c]
00011176,PUSH 0xa0
0001117b,JMP 0x00011020
00011180,JMP dword ptr [EBX + 0x60]
00011186,PUSH 0xa8
0001118b,JMP 0x00011020
00011190,JMP dword ptr [EBX + 0x64]
00011196,PUSH 0xb0
0001119b,JMP 0x00011020
000111a0,JMP dword ptr [EBX + 0x68]
000111a6,PUSH 0xb8
000111ab,JMP 0x00011020
000111b0,JMP dword ptr [EBX + 0x6c]
000111b6,PUSH 0xc0
000111bb,JMP 0x00011020
000111c0,JMP dword ptr [EBX + 0x70]
000111c6,PUSH 0xc8
000111cb,JMP 0x00011020
000111d0,JMP dword ptr [EBX + 0x74]
000111d6,PUSH 0xd0
000111db,JMP 0x00011020
000111e0,JMP dword ptr [EBX + 0x78]
000111e6,PUSH 0xd8
000111eb,JMP 0x00011020
000111f0,JMP dword ptr [EBX + 0x7c]
000111f6,PUSH 0xe0
000111fb,JMP 0x00011020
00011200,JMP dword ptr [EBX + 0x80]
00011206,PUSH 0xe8
0001120b,JMP 0x00011020
00011210,JMP dword ptr [EBX + 0x84]
00011216,PUSH 0xf0
0001121b,JMP 0x00011020
00011220,JMP dword ptr [EBX + 0x88]
00011226,PUSH 0xf8
0001122b,JMP 0x00011020
00011230,JMP dword ptr [EBX + 0x8c]
00011236,PUSH 0x100
0001123b,JMP 0x00011020
00011240,JMP dword ptr [EBX + 0x90]
00011246,PUSH 0x108
0001124b,JMP 0x00011020
00011250,JMP dword ptr [EBX + 0x94]
00011256,PUSH 0x110
0001125b,JMP 0x00011020
00011260,JMP dword ptr [EBX + 0x98]
00011266,PUSH 0x118
0001126b,JMP 0x00011020
00011270,JMP dword ptr [EBX + 0x9c]
00011276,PUSH 0x120
0001127b,JMP 0x00011020
00011280,JMP dword ptr [EBX + 0xa0]
00011286,PUSH 0x128
0001128b,JMP 0x00011020
00011290,JMP dword ptr [EBX + 0xa4]
00011296,PUSH 0x130
0001129b,JMP 0x00011020
000112a0,JMP dword ptr [EBX + 0xa8]
000112a6,PUSH 0x138
000112ab,JMP 0x00011020
000112b0,JMP dword ptr [EBX + 0xac]
000112b6,PUSH 0x140
000112bb,JMP 0x00011020
000112c0,JMP dword ptr [EBX + 0xb0]
000112c6,PUSH 0x148
000112cb,JMP 0x00011020
000112d0,JMP dword ptr [EBX + 0xb4]
000112d6,PUSH 0x150
000112db,JMP 0x00011020
000112e0,JMP dword ptr [EBX + 0xb8]
000112e6,PUSH 0x158
000112eb,JMP 0x00011020
000112f0,JMP dword ptr [EBX + 0xbc]
000112f6,PUSH 0x160
000112fb,JMP 0x00011020
00011300,JMP dword ptr [EBX + 0xc0]
00011306,PUSH 0x168
0001130b,JMP 0x00011020
00011310,JMP dword ptr [EBX + 0xc4]
00011316,PUSH 0x170
0001131b,JMP 0x00011020
00011320,JMP dword ptr [EBX + 0xc8]
00011326,PUSH 0x178
0001132b,JMP 0x00011020
00011330,JMP dword ptr [EBX + 0xcc]
00011336,PUSH 0x180
0001133b,JMP 0x00011020
00011340,JMP dword ptr [EBX + 0xd0]
00011346,PUSH 0x188
0001134b,JMP 0x00011020
00011350,JMP dword ptr [EBX + 0xd4]
00011356,PUSH 0x190
0001135b,JMP 0x00011020
00011360,JMP dword ptr [EBX + 0xd8]
00011366,PUSH 0x198
0001136b,JMP 0x00011020
00011370,JMP dword ptr [EBX + 0xdc]
00011376,PUSH 0x1a0
0001137b,JMP 0x00011020
00011380,JMP dword ptr [EBX + 0xe0]
00011386,PUSH 0x1a8
0001138b,JMP 0x00011020
00011390,JMP dword ptr [EBX + 0xfffffff8]
000113c0,XOR EBP,EBP
000113c2,POP ESI
000113c3,MOV ECX,ESP
000113c5,AND ESP,0xfffffff0
000113c8,PUSH EAX
000113c9,PUSH ESP
000113ca,PUSH EDX
000113cb,CALL 0x000113e8
000113d0,ADD EBX,0x8c24
000113d6,PUSH 0x0
000113d8,PUSH 0x0
000113da,PUSH ECX
000113db,PUSH ESI
000113dc,PUSH dword ptr [EBX + 0xfffffffc]
000113e2,CALL 0x00011340
000113e7,HLT
000113e8,MOV EBX,dword ptr [ESP]
000113eb,RET
000113f0,MOV EBX,dword ptr [ESP]
000113f3,RET
00011400,CALL 0x000114e9
00011405,ADD EDX,0x8bef
0001140b,LEA ECX,[EDX + 0x2cc]
00011411,LEA EAX,[EDX + 0x2cc]
00011417,CMP EAX,ECX
00011419,JZ 0x00011438
0001141b,MOV EAX,dword ptr [EDX + 0xffffffdc]
00011421,TEST EAX,EAX
00011423,JZ 0x00011438
00011425,PUSH EBP
00011426,MOV EBP,ESP
00011428,SUB ESP,0x14
0001142b,PUSH ECX
0001142c,CALL EAX
0001142e,ADD ESP,0x10
00011431,LEAVE
00011432,RET
00011438,RET
00011440,CALL 0x000114e9
00011445,ADD EDX,0x8baf
0001144b,PUSH EBP
0001144c,MOV EBP,ESP
0001144e,PUSH EBX
0001144f,LEA ECX,[EDX + 0x2cc]
00011455,LEA EAX,[EDX + 0x2cc]
0001145b,SUB ESP,0x4
0001145e,SUB EAX,ECX
00011460,MOV EBX,EAX
00011462,SHR EAX,0x1f
00011465,SAR EBX,0x2
00011468,ADD EAX,EBX
0001146a,SAR EAX,0x1
0001146c,JZ 0x00011482
0001146e,MOV EDX,dword ptr [EDX + 0xffffffe4]
00011474,TEST EDX,EDX
00011476,JZ 0x00011482
00011478,SUB ESP,0x8
0001147b,PUSH EAX
0001147c,PUSH ECX
0001147d,CALL EDX
0001147f,ADD ESP,0x10
00011482,MOV EBX,dword ptr [EBP + -0x4]
00011485,LEAVE
00011486,RET
00011490,ENDBR32
00011494,PUSH EBP
00011495,MOV EBP,ESP
00011497,PUSH EBX
00011498,CALL 0x000113f0
0001149d,ADD EBX,0x8b57
000114a3,SUB ESP,0x4
000114a6,CMP byte ptr [EBX + 0x2cc],0x0
000114ad,JNZ 0x000114d6
000114af,MOV EAX,dword ptr [EBX + 0xfffffff8]
000114b5,TEST EAX,EAX
000114b7,JZ 0x000114ca
000114b9,SUB ESP,0xc
000114bc,PUSH dword ptr [EBX + 0xf0]
000114c2,CALL 0x00011390
000114c7,ADD ESP,0x10
000114ca,CALL 0x00011400
000114cf,MOV byte ptr [EBX + 0x2cc],0x1
000114d6,MOV EBX,dword ptr [EBP + -0x4]
000114d9,LEAVE
000114da,RET
000114e0,ENDBR32
000114e4,JMP 0x00011440
000114e9,MOV EDX,dword ptr [ESP]
000114ec,RET
00011500,PUSH ESI
00011501,PUSH EBX
00011502,SUB ESP,0x4
00011505,CALL 0x000113f0
0001150a,ADD EBX,0x8aea
00011510,MOV ESI,dword ptr [ESP + 0x14]
00011514,PUSH dword ptr [ESP + 0x10]
00011518,PUSH dword ptr [EBX + 0x3a8]
0001151e,LEA EAX,[EBX + 0xffffb038]
00011524,PUSH EAX
00011525,MOV EAX,dword ptr [EBX + 0xffffffe8]
0001152b,PUSH dword ptr [EAX]
0001152d,CALL 0x00011270
00011532,ADD ESP,0x10
00011535,TEST ESI,ESI
00011537,JZ 0x00011554
00011539,SUB ESP,0x4
0001153c,PUSH ESI
0001153d,LEA EAX,[EBX + 0xffffb03b]
00011543,PUSH EAX
00011544,MOV EAX,dword ptr [EBX + 0xffffffe8]
0001154a,PUSH dword ptr [EAX]
0001154c,CALL 0x00011270
00011551,ADD ESP,0x10
00011554,SUB ESP,0x4
00011557,PUSH dword ptr [EBX + 0xf4]
0001155d,LEA EAX,[EBX + 0xffffb03f]
00011563,PUSH EAX
00011564,MOV EAX,dword ptr [EBX + 0xffffffe8]
0001156a,PUSH dword ptr [EAX]
0001156c,CALL 0x00011270
00011571,ADD ESP,0x14
00011574,POP EBX
00011575,POP ESI
00011576,RET
00011577,PUSH EBX
00011578,SUB ESP,0x10
0001157b,CALL 0x000113f0
00011580,ADD EBX,0x8a74
00011586,PUSH dword ptr [ESP + 0x1c]
0001158a,PUSH dword ptr [ESP + 0x1c]
0001158e,CALL 0x00011500
00011593,ADD ESP,0x8
00011596,PUSH 0x0
00011598,LEA EAX,[EBX + 0x30c]
0001159e,PUSH EAX
0001159f,CALL 0x00011240
000115a4,SUB ESP,0x14
000115a7,CALL 0x0001232c
000115ac,ADD EAX,0x8a48
000115b1,PUSH 0x0
000115b3,LEA EAX,[EAX + 0xffffb04e]
000115b9,PUSH EAX
000115ba,CALL 0x00011577
000115bf,PUSH EBX
000115c0,SUB ESP,0x10
000115c3,CALL 0x000113f0
000115c8,ADD EBX,0x8a2c
000115ce,PUSH 0x0
000115d0,PUSH dword ptr [ESP + 0x1c]
000115d4,CALL 0x00011500
000115d9,MOV dword ptr [ESP],0x0
000115e0,CALL 0x00011370
000115e5,PUSH EBP
000115e6,PUSH EDI
000115e7,PUSH ESI
000115e8,PUSH EBX
000115e9,SUB ESP,0xa6c
000115ef,CALL 0x000113f0
000115f4,ADD EBX,0x8a00
000115fa,MOV dword ptr [EBX + 0x3bc],0xfffffffe
00011604,LEA EBP,[ESP + 0x38]
